customer_id,product_id,acquisition_date
C000016,credit_card_gold,2024-08-09
C000016,investment_account,2013-10-09
C000016,mutual_fund,2021-06-16
C000016,checking_account,2025-01-06
C000017,savings_account,2024-02-15
C000017,checking_account,2020-02-12
C000018,checking_account,2024-08-10
C000018,credit_card_gold,2024-02-15
C000019,credit_card_basic,2011-05-17
C000019,mortgage,2019-12-04
C000019,savings_account,2016-01-24
C000019,checking_account,2007-02-17
C000020,car_loan,2025-07-17
C000020,credit_card_basic,2024-10-13
C000020,mortgage,2024-06-17
C000020,savings_account,2023-02-17
C000020,checking_account,2022-11-01
C000021,savings_account,2020-09-19
C000021,checking_account,2025-10-13
C000022,car_loan,2015-10-11
C000022,credit_card_basic,2022-07-10
C000022,mortgage,2015-07-07
C000022,checking_account,2017-08-24
C000023,personal_loan,2022-10-30
C000023,car_loan,2011-06-08
C000023,savings_account,2025-07-22
C000023,checking_account,2020-10-31
C000024,stocks,2025-08-18
C000024,mortgage,2025-06-17
C000024,health_insurance,2025-03-02
C000024,savings_account,2025-07-01
C000024,credit_card_platinum,2025-02-05
C000024,investment_account,2025-04-23
C000024,mutual_fund,2025-05-26
C000024,bonds,2025-10-12
C000024,life_insurance,2025-02-21
C000024,checking_account,2025-04-23
C000025,stocks,2020-10-01
C000025,health_insurance,2019-03-26
C000025,savings_account,2024-02-09
C000025,investment_account,2017-10-06
C000025,mutual_fund,2013-04-01
C000025,life_insurance,2015-05-23
C000025,personal_loan,2015-02-08
C000025,checking_account,2018-05-19
C000026,credit_card_basic,2008-09-24
C000026,mortgage,2013-04-27
C000026,savings_account,2017-08-11
C000026,checking_account,2014-02-04
C000027,business_loan,2008-05-01
C000027,business_account,2018-11-11
C000027,health_insurance,2024-01-01
C000027,credit_card_business,2024-07-13
C000027,checking_account,2024-04-04
C000028,car_loan,2025-05-08
C000028,savings_account,2024-09-05
C000028,checking_account,2025-03-10
C000028,credit_card_gold,2023-12-02
C000029,car_loan,2024-07-29
C000029,credit_card_basic,2021-06-11
C000029,savings_account,2021-05-23
C000029,credit_card_gold,2023-10-13
C000029,checking_account,2023-10-31
C000030,checking_account,2022-04-16
C000030,personal_loan,2022-06-28
C000031,stocks,2022-08-14
C000031,mortgage,2024-06-03
C000031,savings_account,2024-03-09
C000031,credit_card_gold,2025-03-01
C000031,investment_account,2025-08-05
C000031,mutual_fund,2023-01-10
C000031,personal_loan,2023-08-14
C000031,checking_account,2023-08-05
C000032,car_loan,2021-06-19
C000032,checking_account,2018-02-27
C000032,savings_account,2020-03-10
C000032,personal_loan,2023-07-27
C000033,car_loan,2025-11-21
C000033,savings_account,2025-06-17
C000033,credit_card_gold,2025-05-25
C000033,credit_card_platinum,2025-10-27
C000033,investment_account,2025-11-26
C000033,life_insurance,2025-06-07
C000033,checking_account,2025-07-10
C000034,personal_loan,2020-03-30
C000034,credit_card_basic,2017-09-10
C000034,checking_account,2018-05-27
C000035,car_loan,2022-06-26
C000035,savings_account,2020-03-17
C000035,checking_account,2022-11-16
C000036,business_account,2025-03-09
C000036,credit_card_business,2025-04-13
C000036,checking_account,2024-08-03
C000036,business_loan,2022-12-09
C000037,car_loan,2022-08-20
C000037,checking_account,2020-09-29
C000037,credit_card_basic,2020-04-25
C000037,savings_account,2019-08-30
C000037,personal_loan,2021-10-30
C000038,checking_account,2024-05-18
C000038,credit_card_basic,2024-06-14
C000038,savings_account,2025-11-01
C000038,credit_card_gold,2024-06-27
C000038,personal_loan,2025-07-01
C000039,credit_card_basic,2019-04-25
C000039,car_loan,2017-12-19
C000039,checking_account,2025-05-31
C000040,mortgage,2021-08-26
C000040,savings_account,2023-08-17
C000041,stocks,2012-11-02
C000041,mortgage,2008-01-25
C000041,savings_account,2010-04-11
C000041,investment_account,2021-06-18
C000041,mutual_fund,2012-02-12
C000041,bonds,2023-06-07
C000041,credit_card_platinum,2009-04-09
C000041,life_insurance,2018-11-16
C000041,checking_account,2009-08-25
C000042,credit_card_basic,2020-01-11
C000042,mortgage,2011-04-02
C000042,checking_account,2012-04-02
C000042,credit_card_gold,2011-01-30
C000043,car_loan,2021-06-11
C000043,savings_account,2023-12-13
C000043,checking_account,2019-12-16
C000044,checking_account,2008-04-18
C000044,credit_card_basic,2020-09-22
C000044,savings_account,2008-08-22
C000044,credit_card_gold,2020-09-03
C000044,personal_loan,2012-04-16
C000045,car_loan,2014-07-14
C000045,savings_account,2020-12-29
C000046,savings_account,2023-05-14
C000046,checking_account,2014-04-20
C000047,stocks,2021-11-11
C000047,mortgage,2020-02-29
C000047,health_insurance,2016-07-15
C000047,savings_account,2012-08-09
C000047,credit_card_platinum,2017-11-24
C000047,investment_account,2018-11-13
C000047,bonds,2014-11-29
C000047,life_insurance,2016-03-11
C000047,mutual_fund,2016-11-06
C000047,checking_account,2023-05-15
C000048,business_loan,2021-09-03
C000048,business_account,2023-04-27
C000048,health_insurance,2025-01-09
C000048,credit_card_business,2019-09-07
C000048,checking_account,2021-01-08
C000049,credit_card_basic,2023-03-28
C000049,savings_account,2017-06-24
C000049,checking_account,2018-05-30
C000050,health_insurance,2021-07-18
C000050,credit_card_business,2019-04-06
C000050,checking_account,2025-08-06
C000050,business_loan,2021-03-02
C000051,business_account,2012-08-26
C000051,credit_card_business,2010-10-28
C000051,checking_account,2024-10-29
C000051,business_loan,2024-07-15
C000052,credit_card_basic,2011-08-23
C000052,savings_account,2020-03-13
C000052,credit_card_gold,2023-02-12
C000053,checking_account,2025-04-23
C000053,credit_card_basic,2025-08-26
C000053,savings_account,2025-04-21
C000053,credit_card_gold,2025-05-25
C000053,personal_loan,2025-02-04
C000054,business_loan,2020-05-26
C000054,business_account,2024-09-26
C000054,health_insurance,2019-02-12
C000054,credit_card_business,2024-01-01
C000054,checking_account,2021-07-28
C000055,stocks,2025-11-29
C000055,mortgage,2018-09-22
C000055,savings_account,2018-09-18
C000055,credit_card_platinum,2025-06-04
C000055,mutual_fund,2019-11-13
C000055,investment_account,2022-01-17
C000055,life_insurance,2022-08-08
C000055,checking_account,2022-05-25
C000056,car_loan,2016-04-12
C000056,credit_card_basic,2021-07-03
C000056,savings_account,2023-05-28
C000056,credit_card_gold,2018-02-06
C000056,checking_account,2010-03-15
C000057,credit_card_basic,2023-01-26
C000057,savings_account,2023-05-09
C000057,credit_card_gold,2022-11-25
C000058,credit_card_basic,2013-09-13
C000058,car_loan,2023-03-09
C000058,checking_account,2014-02-06
C000058,credit_card_gold,2013-04-12
C000059,credit_card_basic,2016-07-14
C000059,checking_account,2023-01-17
C000059,savings_account,2018-01-04
C000059,personal_loan,2019-03-05
C000060,business_account,2025-11-16
C000060,checking_account,2025-09-28
C000060,business_loan,2025-10-07
C000061,business_loan,2024-01-02
C000061,business_account,2025-01-24
C000061,health_insurance,2021-05-02
C000061,credit_card_business,2021-04-06
C000061,checking_account,2022-05-15
C000062,business_loan,2025-03-04
C000062,business_account,2022-11-09
C000062,health_insurance,2022-06-06
C000062,credit_card_business,2021-01-16
C000062,checking_account,2020-10-11
C000063,car_loan,2023-03-19
C000063,mortgage,2024-11-01
C000063,savings_account,2020-05-29
C000063,personal_loan,2023-01-05
C000064,mortgage,2025-03-24
C000064,savings_account,2024-01-25
C000064,investment_account,2024-08-15
C000064,mutual_fund,2023-03-21
C000064,checking_account,2023-08-09
C000065,credit_card_basic,2022-09-24
C000065,checking_account,2022-11-08
C000065,savings_account,2021-10-23
C000065,personal_loan,2023-05-02
C000066,stocks,2025-09-02
C000066,checking_account,2019-05-23
C000066,savings_account,2020-04-06
C000066,credit_card_platinum,2022-06-04
C000066,investment_account,2024-05-20
C000066,personal_loan,2024-01-09
C000067,checking_account,2006-11-14
C000067,credit_card_basic,2008-11-28
C000067,savings_account,2011-09-02
C000067,credit_card_gold,2017-04-22
C000067,personal_loan,2024-07-29
C000068,business_loan,2022-05-30
C000068,business_account,2013-12-20
C000068,health_insurance,2012-09-14
C000068,credit_card_business,2018-02-22
C000068,checking_account,2021-09-07
C000069,credit_card_basic,2025-10-13
C000069,checking_account,2013-03-22
C000070,credit_card_basic,2023-10-30
C000070,car_loan,2024-08-23
C000070,savings_account,2024-06-02
C000070,checking_account,2015-09-28
C000071,savings_account,2025-03-31
C000071,checking_account,2025-06-03
C000072,savings_account,2025-03-20
C000072,personal_loan,2023-09-30
C000073,credit_card_basic,2024-07-10
C000073,car_loan,2024-07-15
C000073,checking_account,2020-04-30
C000074,stocks,2023-04-15
C000074,savings_account,2025-11-21
C000074,credit_card_gold,2019-05-07
C000074,credit_card_platinum,2024-02-17
C000074,mutual_fund,2021-06-25
C000074,investment_account,2022-02-17
C000074,checking_account,2021-11-08
C000075,mortgage,2019-04-12
C000075,savings_account,2023-12-07
C000075,credit_card_platinum,2017-05-03
C000075,bonds,2019-08-10
C000075,life_insurance,2015-06-20
C000075,checking_account,2016-01-22
C000076,stocks,2025-07-12
C000076,mortgage,2025-10-14
C000076,health_insurance,2025-10-27
C000076,savings_account,2024-05-11
C000076,investment_account,2025-10-01
C000076,mutual_fund,2025-03-26
C000076,credit_card_platinum,2024-11-06
C000076,life_insurance,2025-04-30
C000076,checking_account,2024-11-12
C000077,credit_card_basic,2019-11-08
C000077,savings_account,2020-08-11
C000077,checking_account,2021-06-21
C000078,investment_account,2025-02-12
C000078,checking_account,2012-08-25
C000078,savings_account,2015-08-07
C000078,personal_loan,2016-03-29
C000079,credit_card_basic,2019-05-12
C000079,savings_account,2024-05-19
C000079,checking_account,2019-08-07
C000080,business_account,2024-07-24
C000080,checking_account,2020-11-24
C000080,business_loan,2019-12-27
C000081,credit_card_basic,2015-11-18
C000081,mortgage,2013-10-24
C000081,savings_account,2013-04-18
C000081,checking_account,2023-03-10
C000082,credit_card_basic,2023-09-22
C000082,savings_account,2025-11-03
C000082,credit_card_gold,2019-05-15
C000082,personal_loan,2021-12-07
C000082,checking_account,2022-05-26
C000083,personal_loan,2025-02-21
C000083,savings_account,2024-02-01
C000083,checking_account,2024-06-19
C000083,credit_card_gold,2024-02-15
C000084,credit_card_basic,2017-03-16
C000084,mortgage,2019-03-10
C000084,savings_account,2024-07-20
C000084,checking_account,2017-05-19
C000085,credit_card_basic,2024-08-23
C000085,mortgage,2025-10-03
C000085,savings_account,2022-01-29
C000085,personal_loan,2024-10-01
C000085,checking_account,2020-09-20
C000086,savings_account,2025-11-19
C000086,checking_account,2025-11-20
C000086,credit_card_gold,2025-12-02
C000087,stocks,2023-07-11
C000087,car_loan,2016-05-21
C000087,mortgage,2024-12-21
C000087,savings_account,2025-07-15
C000087,credit_card_gold,2021-05-31
C000087,investment_account,2023-12-16
C000087,checking_account,2016-03-07
C000088,credit_card_basic,2022-11-19
C000088,mortgage,2008-03-20
C000088,savings_account,2011-06-11
C000088,credit_card_gold,2024-11-14
C000089,stocks,2017-10-03
C000089,mortgage,2020-10-28
C000089,savings_account,2016-10-18
C000089,checking_account,2022-09-16
C000090,checking_account,2013-05-16
C000090,credit_card_basic,2010-01-27
C000090,savings_account,2020-09-12
C000090,credit_card_gold,2023-03-02
C000090,personal_loan,2016-01-13
C000091,personal_loan,2021-09-12
C000091,mortgage,2020-06-08
C000091,savings_account,2024-12-02
C000091,checking_account,2025-11-17
C000092,car_loan,2024-10-24
C000092,credit_card_basic,2022-04-03
C000092,mortgage,2023-03-29
C000092,savings_account,2022-02-05
C000092,checking_account,2025-01-25
C000093,personal_loan,2022-10-11
C000093,savings_account,2018-02-25
C000093,credit_card_gold,2020-03-25
C000094,credit_card_basic,2012-05-15
C000094,mortgage,2019-01-05
C000094,savings_account,2016-10-21
C000094,credit_card_gold,2021-10-02
C000094,checking_account,2020-06-09
C000095,business_account,2017-06-15
C000095,credit_card_business,2024-12-30
C000095,checking_account,2018-12-03
C000096,car_loan,2025-12-03
C000096,credit_card_basic,2025-11-29
C000096,savings_account,2025-11-15
C000096,credit_card_gold,2025-12-01
C000096,checking_account,2025-11-25
C000097,credit_card_basic,2024-10-10
C000097,checking_account,2016-11-04
C000097,personal_loan,2022-06-27
C000097,credit_card_gold,2016-08-01
C000098,savings_account,2025-06-05
C000098,checking_account,2025-07-26
C000099,credit_card_basic,2025-10-09
C000099,checking_account,2025-01-07
C000100,savings_account,2011-05-27
C000100,checking_account,2009-02-24
C000101,stocks,2024-11-21
C000101,savings_account,2024-06-10
C000101,credit_card_platinum,2021-12-02
C000101,investment_account,2021-06-14
C000101,life_insurance,2025-03-27
C000101,checking_account,2025-08-27
C000102,business_account,2025-01-07
C000102,health_insurance,2024-05-02
C000102,checking_account,2019-08-01
C000103,stocks,2017-04-16
C000103,car_loan,2021-10-31
C000103,health_insurance,2018-08-07
C000103,life_insurance,2018-04-26
C000103,personal_loan,2020-07-16
C000103,checking_account,2019-02-07
C000104,savings_account,2016-11-03
C000104,checking_account,2019-10-29
C000105,stocks,2023-04-30
C000105,mortgage,2022-03-23
C000105,health_insurance,2023-06-19
C000105,savings_account,2020-01-15
C000105,investment_account,2020-11-25
C000105,mutual_fund,2020-05-30
C000105,bonds,2020-11-04
C000105,credit_card_platinum,2022-03-25
C000105,life_insurance,2024-06-20
C000105,checking_account,2021-07-25
C000106,checking_account,2014-07-04
C000106,mortgage,2016-09-14
C000106,savings_account,2009-11-15
C000106,investment_account,2010-02-26
C000106,mutual_fund,2023-10-24
C000106,personal_loan,2021-07-29
C000107,mortgage,2017-11-14
C000107,car_loan,2025-08-01
C000107,savings_account,2018-04-20
C000108,credit_card_basic,2022-03-29
C000108,savings_account,2016-04-07
C000108,checking_account,2020-01-30
C000109,checking_account,2025-04-19
C000109,credit_card_gold,2025-02-08
C000110,car_loan,2025-03-05
C000110,savings_account,2025-03-12
C000110,credit_card_platinum,2025-05-14
C000110,life_insurance,2024-08-24
C000110,checking_account,2025-06-11
C000111,mortgage,2018-05-27
C000111,checking_account,2017-04-07
C000111,savings_account,2014-08-28
C000111,personal_loan,2015-06-25
C000112,business_loan,2021-01-03
C000112,business_account,2024-10-29
C000112,health_insurance,2023-10-05
C000112,credit_card_business,2016-07-18
C000112,checking_account,2023-08-26
C000113,checking_account,2013-10-18
C000113,credit_card_gold,2014-09-20
C000114,stocks,2024-11-11
C000114,mortgage,2024-12-13
C000114,health_insurance,2024-11-16
C000114,savings_account,2025-10-10
C000114,credit_card_platinum,2024-08-24
C000114,mutual_fund,2025-06-15
C000114,investment_account,2024-10-09
C000114,life_insurance,2025-08-11
C000114,bonds,2024-09-19
C000114,checking_account,2024-11-23
C000115,credit_card_basic,2024-10-27
C000115,savings_account,2023-10-08
C000115,checking_account,2023-11-15
C000115,credit_card_gold,2024-12-16
C000116,personal_loan,2025-03-13
C000116,mortgage,2020-07-02
C000116,checking_account,2016-07-09
C000117,car_loan,2023-01-28
C000117,checking_account,2018-11-06
C000118,savings_account,2023-10-04
C000118,checking_account,2024-05-20
C000119,credit_card_basic,2010-07-07
C000119,savings_account,2020-12-04
C000120,car_loan,2025-07-06
C000120,personal_loan,2024-10-27
C000120,credit_card_gold,2023-10-21
C000121,credit_card_basic,2022-10-01
C000121,car_loan,2021-06-29
C000121,savings_account,2020-01-19
C000121,checking_account,2018-07-17
C000122,checking_account,2022-03-13
C000122,credit_card_gold,2023-11-15
C000123,checking_account,2024-08-11
C000123,credit_card_basic,2018-09-09
C000123,savings_account,2024-01-24
C000123,credit_card_gold,2025-02-02
C000123,personal_loan,2019-08-25
C000124,business_account,2010-04-02
C000124,credit_card_business,2020-08-07
C000124,checking_account,2024-09-24
C000124,business_loan,2006-08-30
C000125,car_loan,2012-09-05
C000125,credit_card_basic,2025-02-14
C000125,savings_account,2013-10-18
C000125,credit_card_gold,2017-10-16
C000125,checking_account,2018-12-19
C000126,mortgage,2009-05-25
C000126,savings_account,2012-03-25
C000126,credit_card_platinum,2010-10-30
C000126,investment_account,2021-06-19
C000126,personal_loan,2011-03-03
C000126,checking_account,2011-08-30
C000127,car_loan,2024-09-07
C000127,mortgage,2025-08-15
C000127,savings_account,2025-06-10
C000127,investment_account,2024-09-11
C000127,personal_loan,2025-07-24
C000127,checking_account,2024-11-22
C000128,credit_card_basic,2023-09-16
C000128,mortgage,2023-09-06
C000128,savings_account,2025-04-03
C000128,credit_card_gold,2025-05-09
C000128,checking_account,2024-07-05
C000129,credit_card_basic,2022-08-11
C000129,mortgage,2025-05-11
C000129,savings_account,2024-08-06
C000129,credit_card_gold,2023-01-26
C000129,checking_account,2025-01-14
C000130,credit_card_basic,2023-01-21
C000130,checking_account,2014-10-08
C000130,savings_account,2020-06-20
C000130,personal_loan,2016-05-27
C000131,stocks,2013-03-09
C000131,car_loan,2016-09-28
C000131,checking_account,2007-07-13
C000131,health_insurance,2012-04-02
C000131,savings_account,2010-11-27
C000131,credit_card_platinum,2012-01-25
C000131,life_insurance,2019-06-13
C000131,personal_loan,2015-12-21
C000132,car_loan,2024-03-13
C000132,savings_account,2023-09-18
C000132,checking_account,2025-11-06
C000133,personal_loan,2025-06-18
C000133,checking_account,2025-05-19
C000133,credit_card_gold,2025-10-31
C000134,credit_card_basic,2017-05-23
C000134,car_loan,2012-02-12
C000134,savings_account,2007-12-15
C000134,checking_account,2016-09-24
C000135,mortgage,2019-09-11
C000135,health_insurance,2019-06-25
C000135,savings_account,2021-04-07
C000135,credit_card_gold,2016-10-04
C000135,investment_account,2017-12-13
C000135,mutual_fund,2025-09-03
C000135,personal_loan,2019-09-25
C000135,checking_account,2018-01-12
C000136,credit_card_basic,2014-03-13
C000136,checking_account,2017-10-18
C000137,car_loan,2024-03-20
C000137,credit_card_basic,2022-09-24
C000137,mortgage,2025-01-06
C000137,savings_account,2025-10-24
C000137,checking_account,2021-08-05
C000138,credit_card_basic,2022-01-13
C000138,checking_account,2025-04-18
C000138,savings_account,2023-07-16
C000138,credit_card_gold,2022-05-31
C000139,mortgage,2010-12-16
C000139,savings_account,2019-03-30
C000139,credit_card_gold,2016-10-01
C000139,personal_loan,2021-02-06
C000139,checking_account,2018-05-17
C000140,personal_loan,2017-11-15
C000140,mutual_fund,2023-06-28
C000140,life_insurance,2018-01-29
C000140,checking_account,2018-09-14
C000141,savings_account,2019-12-19
C000141,checking_account,2018-04-12
C000142,checking_account,2015-12-15
C000142,credit_card_gold,2019-07-16
C000143,checking_account,2024-05-31
C000143,savings_account,2023-05-23
C000143,credit_card_platinum,2025-02-20
C000143,mutual_fund,2025-04-21
C000143,life_insurance,2025-05-28
C000143,personal_loan,2024-10-08
C000144,checking_account,2018-01-01
C000144,savings_account,2021-11-30
C000144,credit_card_gold,2018-02-07
C000145,mortgage,2021-05-04
C000145,checking_account,2018-04-10
C000145,personal_loan,2023-09-13
C000146,stocks,2025-11-11
C000146,mortgage,2017-06-19
C000146,health_insurance,2017-09-06
C000146,savings_account,2023-02-27
C000146,mutual_fund,2020-03-05
C000146,personal_loan,2023-09-09
C000146,checking_account,2018-03-17
C000147,credit_card_basic,2024-07-26
C000147,savings_account,2021-06-04
C000147,checking_account,2022-11-21
C000148,car_loan,2025-06-25
C000148,credit_card_basic,2010-07-29
C000148,savings_account,2016-09-23
C000148,credit_card_gold,2012-09-05
C000148,checking_account,2022-10-14
C000149,business_loan,2018-11-14
C000149,business_account,2022-06-22
C000149,health_insurance,2019-09-11
C000149,credit_card_business,2017-08-29
C000149,checking_account,2016-03-31
C000150,car_loan,2025-11-15
C000150,checking_account,2025-11-09
C000151,credit_card_basic,2025-05-20
C000151,savings_account,2023-08-31
C000151,checking_account,2022-08-02
C000151,credit_card_gold,2023-03-27
C000152,business_loan,2018-11-12
C000152,business_account,2021-12-30
C000152,health_insurance,2016-04-12
C000152,credit_card_business,2020-07-27
C000152,checking_account,2016-12-26
C000153,credit_card_basic,2022-03-16
C000153,mortgage,2023-03-05
C000153,checking_account,2021-04-16
C000154,mortgage,2012-10-06
C000154,savings_account,2016-06-26
C000154,checking_account,2024-10-22
C000154,credit_card_gold,2024-08-24
C000155,checking_account,2021-08-03
C000155,credit_card_basic,2023-08-22
C000155,savings_account,2012-07-09
C000155,credit_card_gold,2018-07-22
C000155,personal_loan,2023-04-14
C000156,stocks,2012-10-26
C000156,mortgage,2018-03-15
C000156,savings_account,2014-09-06
C000156,investment_account,2013-07-30
C000156,mutual_fund,2025-08-16
C000156,checking_account,2016-10-26
C000157,credit_card_basic,2019-03-29
C000157,car_loan,2023-05-30
C000157,mortgage,2022-02-14
C000157,checking_account,2020-06-02
C000158,car_loan,2011-06-21
C000158,health_insurance,2017-09-30
C000158,savings_account,2012-12-09
C000158,credit_card_gold,2015-12-05
C000158,mutual_fund,2019-02-21
C000158,life_insurance,2014-01-04
C000158,checking_account,2020-03-19
C000159,business_loan,2024-10-21
C000159,business_account,2014-08-13
C000159,health_insurance,2023-02-18
C000159,credit_card_business,2023-11-15
C000159,checking_account,2019-06-13
C000160,credit_card_basic,2013-01-11
C000160,car_loan,2018-12-14
C000160,checking_account,2014-11-03
C000160,personal_loan,2012-01-30
C000161,checking_account,2022-07-17
C000161,credit_card_basic,2023-06-01
C000161,mortgage,2019-02-13
C000161,savings_account,2019-09-03
C000161,personal_loan,2023-12-10
C000162,mortgage,2014-10-29
C000162,checking_account,2014-07-25
C000163,credit_card_basic,2024-03-24
C000163,mortgage,2025-07-18
C000163,savings_account,2025-02-23
C000163,checking_account,2025-06-27
C000164,business_account,2024-01-18
C000164,health_insurance,2025-04-15
C000164,checking_account,2024-10-13
C000164,business_loan,2023-11-24
C000165,business_loan,2022-05-07
C000165,business_account,2023-07-16
C000165,health_insurance,2019-10-08
C000165,credit_card_business,2016-02-22
C000165,checking_account,2010-06-21
C000166,business_loan,2022-08-17
C000166,business_account,2025-10-06
C000166,health_insurance,2012-01-30
C000166,credit_card_business,2022-12-07
C000166,checking_account,2012-12-02
C000167,credit_card_basic,2020-05-25
C000167,checking_account,2025-02-05
C000168,car_loan,2015-04-18
C000168,checking_account,2024-04-17
C000169,car_loan,2009-06-24
C000169,savings_account,2017-06-15
C000169,checking_account,2016-03-16
C000170,car_loan,2025-06-30
C000170,checking_account,2025-01-21
C000170,savings_account,2025-04-13
C000170,credit_card_gold,2024-10-14
C000171,business_loan,2022-02-26
C000171,business_account,2020-08-01
C000171,health_insurance,2020-08-27
C000171,credit_card_business,2021-06-02
C000171,checking_account,2020-01-09
C000172,business_account,2020-11-20
C000172,health_insurance,2020-12-23
C000172,checking_account,2024-09-12
C000173,stocks,2025-04-01
C000173,mortgage,2025-09-26
C000173,health_insurance,2025-09-11
C000173,savings_account,2025-03-18
C000173,mutual_fund,2024-09-07
C000174,mortgage,2025-04-24
C000174,checking_account,2024-03-27
C000175,car_loan,2017-09-02
C000175,credit_card_basic,2022-07-06
C000175,savings_account,2020-10-31
C000175,credit_card_gold,2018-10-09
C000175,checking_account,2016-10-14
C000176,credit_card_basic,2014-02-26
C000176,personal_loan,2008-04-27
C000176,savings_account,2014-06-21
C000176,checking_account,2016-04-14
C000177,mortgage,2022-03-05
C000177,savings_account,2022-11-03
C000177,investment_account,2016-12-24
C000177,credit_card_platinum,2020-12-02
C000177,mutual_fund,2025-11-27
C000177,checking_account,2025-03-29
C000178,credit_card_basic,2018-10-22
C000178,mortgage,2016-06-17
C000178,savings_account,2023-01-08
C000178,credit_card_gold,2014-07-09
C000178,checking_account,2019-07-01
C000179,business_loan,2020-11-16
C000179,business_account,2015-04-30
C000179,health_insurance,2018-07-30
C000179,credit_card_business,2016-04-09
C000179,checking_account,2019-03-15
C000180,car_loan,2021-11-19
C000180,credit_card_basic,2025-07-03
C000180,mortgage,2023-10-19
C000180,savings_account,2020-09-09
C000180,checking_account,2021-12-31
C000181,savings_account,2022-07-10
C000181,checking_account,2019-09-06
C000182,stocks,2025-10-31
C000182,mortgage,2025-09-09
C000182,savings_account,2025-10-23
C000182,credit_card_platinum,2025-12-02
C000182,mutual_fund,2025-11-15
C000182,checking_account,2025-11-19
C000183,health_insurance,2024-08-15
C000183,savings_account,2025-11-17
C000183,credit_card_gold,2019-04-19
C000183,investment_account,2016-09-26
C000183,mutual_fund,2016-06-07
C000183,credit_card_platinum,2023-09-04
C000183,life_insurance,2021-06-07
C000183,checking_account,2022-06-16
C000184,credit_card_basic,2014-06-08
C000184,savings_account,2014-04-28
C000184,credit_card_gold,2024-08-31
C000185,car_loan,2014-09-27
C000185,credit_card_basic,2022-06-11
C000185,savings_account,2024-03-22
C000185,personal_loan,2014-06-15
C000185,checking_account,2018-04-05
C000186,credit_card_basic,2025-07-02
C000186,personal_loan,2023-04-25
C000186,mortgage,2024-12-04
C000186,checking_account,2023-05-02
C000187,credit_card_basic,2012-05-14
C000187,savings_account,2019-01-29
C000188,credit_card_basic,2025-08-29
C000188,car_loan,2012-11-16
C000188,checking_account,2019-09-05
C000189,car_loan,2015-01-31
C000189,checking_account,2024-02-19
C000189,savings_account,2024-04-03
C000189,credit_card_gold,2018-05-23
C000189,personal_loan,2022-09-21
C000190,savings_account,2024-11-02
C000190,checking_account,2021-02-24
C000190,credit_card_gold,2025-04-14
C000191,savings_account,2018-12-13
C000191,checking_account,2025-01-26
C000192,checking_account,2016-12-21
C000192,credit_card_gold,2023-06-30
C000193,savings_account,2025-06-03
C000193,checking_account,2024-06-28
C000194,savings_account,2023-12-25
C000194,personal_loan,2020-05-17
C000195,mortgage,2025-03-06
C000195,savings_account,2023-05-22
C000195,credit_card_platinum,2024-05-20
C000195,investment_account,2023-12-02
C000195,mutual_fund,2023-09-15
